id,parent_id,contextFreeName,currentLevel,productsCount
3117659011,133140011,Kindle Content Full,1,0
3000678011,133140011,Kindle Content Newsstand,1,0
7529231011,133140011,Kindle eBooks Grouping,1,0
2665232011,133140011,All Kindle Content,1,0
6766606011,133140011,Kindle APS Blender Grouping Node,1,0
3000677011,133140011,Kindle Content Bookstore,1,0
2268072011,133140011,Kindle Content + Audible,1,0
21165462011,133140011,Kindle Vella,1,1773
2240131011,133140011,Kindle Active Content,1,0
165389011,133140011,Newspapers,1,772
154606011,133140011,Kindle eBooks,1,133797
241646011,133140011,Kindle Newsstand,1,6803
8584457011,133140011,Kindle Short Reads,1,70
2486013011,133140011,Kindle Singles,1,26
1293747011,133140011,Kindle Content,1,0
10769414011,9013971011,Automotive,1,270
9173001011,9013971011,How-Tos,1,48997
9173243011,9013971011,Technology Videos,1,15838
9173215011,9013971011,Product Reviews Videos,1,27171
9173239011,9013971011,Sports Videos,1,4130
9172968011,9013971011,Arts & Entertainment,1,24836
10769417011,9013971011,Educational Videos,1,746
9173184011,9013971011,Lifestyle,1,18631
9755675011,9013971011,Cooking,1,1311
9173248011,9013971011,Video Games,1,23322
9173205011,9013971011,Music Videos & Concerts,1,2529
9172994011,9013971011,Literature & Books,1,964
9013974011,9013971011,Specialty Stores,1,0
9408875011,2350149011,Shopping,1,8307
9408490011,2350149011,Education,1,39966
9408852011,2350149011,Novelty,1,29443
9408914011,2350149011,Utilities,1,36570
9209902011,2350149011,Games,1,282630
10298308011,2350149011,Transportation,1,12663
9408491011,2350149011,Reference,1,34833
9408481011,2350149011,Customization,1,28386
9408765011,2350149011,Movies & TV,1,10168
9408785011,2350149011,Travel,1,20866
9408466011,2350149011,Communication,1,10730
10298305011,2350149011,Business,1,6659
9408582011,2350149011,Kids,1,18400
9408449011,2350149011,Productivity,1,11337
9408874011,2350149011,Photo & Video,1,18060
9408876011,2350149011,Sports & Fitness,1,9712
9408523011,2350149011,Food & Drink,1,12158
9408771011,2350149011,Music & Audio,1,22958
9408749011,2350149011,Health & Wellness,1,14789
9408805011,2350149011,Magazines,1,5288
9408444011,2350149011,Books & Comics,1,22427
9408464011,2350149011,Social,1,14694
10298309011,2350149011,Local,1,10234
9408710011,2350149011,Lifestyle,1,38166
9408850011,2350149011,Weather,1,1135
9408802011,2350149011,News,1,15522
9408433011,2350149011,Finance,1,9876
10298306011,2350149011,Medical,1,4792
239225011,165796011,Baby Activity & Entertainment Products,1,50766
166887011,165796011,Toilet Training Products,1,31679
166863011,165796011,Baby Safety Products,1,82226
